movie_odid,display_name,rental_revenue,vod_revenue,rental_and_vod_revenue,streaming_revenue,est_revenue
143760100,I Spit on Your Grave,,879190,216579,,
143790100,New Year’s Eve,,921564,9832260,,2185763
143800100,Horrible Bosses,,22978452,23644274,,4179268
143810100,Something Borrowed,,2632692,27836394,,2222366
143830100,Just Go With It,,9620445,53466385,,3073964
143840100,Red Riding Hood,,128412,15723104,,1731653
143850100,Sherlock Holmes: A Game of Shadows,,370356,22937242,,13939648
143860100,Jack and Jill,,,31605075,,2179401
143870100,Spy Kids: All the Time in the World,,,9756183,,
143880100,The King’s Speech,,853368,40435938,,5179338
143890100,Hereafter,,,13619353,,1312122
143900100,Miral,,,,,
143910100,Unknown,,47316,29984922,,2411447
143920100,The Mechanic,,4222674,30791204,,2631509
143930100,Monte Carlo,,247236,7454967,,1622459
143940100,Jane Eyre,,,1049597,,906016
143950100,Water for Elephants,,,13308562,,2457632
143960100,Real Steel,,389439,28858670,,7960261
144120100,Mission: Impossible—Ghost Protocol,,16795310,33674132,,7823981
144130100,Gravity,,22190832,43122851,19000000,17998378
144140100,The Oranges,,,742673,,
144150100,Rabbit Hole,,,3043888,,
144180100,Quartet,,,699693,7728498,798803
144200100,The Details,,,,,
144240100,The Greatest Showman,12892212,449902236,,19000000,
144280100,The Ward,,,1063301,,
144320100,The Help,,5994828,33908373,,16339867
144360100,Flypaper,,,2166556,,
144490100,Wrecked,,,,,
144570100,Pure Country 2: The Gift,,,,,
144620100,The Genesis Code,,,,,
144710100,A Little Bit of Heaven,,,1556958,,
144790100,Men in Black 3,,,25554184,,8863335
144800100,Downsizing,5183735,21477438,,8603498,
144820100,Brotherhood,,,,,
144860100,Albert Nobbs,,,741535,,
144870100,Rock of Ages,,,8517854,,2980198
144890100,Vamps,,,,,
144910100,Main Street,,,,,
144920100,The Art of Getting By,,,,,
144930100,Dead Awake,,281437,,,
144940100,Tucker & Dale vs. Evil,,,,,
144970100,Kid Cannabis,,172494,,25000,22309
144990100,St. Vincent,12881136,21229340,,12120997,3605651
145010100,Evil Dead,,3182472,20210294,14745997,4255352
145030100,Looper,,20881752,26217052,,5537069
145040100,The Cold Light of Day,,,5187774,,943123
145050100,The Grey,,683176,19175589,,3449771
145070100,Hall Pass,,1129005,32684438,,1847896
145090100,Hanna,,3246243,18401489,,1786852
145130100,"Peace, Love, and Misunderstanding",,,,,
145140100,We Bought a Zoo,,2327299,24974748,,5794298
145190100,Ironclad,,,993658,,
145200100,The Guard,,,,,
145230100,Moneyball,,17824191,32781557,,4962937
145240100,Red Hill,,,,,
145280100,The Way Back,,159182,2083872,,
145290100,Jackass 3D,,,23472476,,2473498
145300100,The Lincoln Lawyer,,2443686,50955301,,3571579
145310100,Big Miracle,,,12702034,,2156101
145340100,The Sitter,,1396486,24247538,,1681330
145370100,Silence,,1884666,,5428498,999771
145380100,Rampart,,,10020479,,371201
145410100,A Walk in the Woods,2526383,17850849,,9390998,2239931
145420100,The Great Gatsby,,,,19000000,14027627
145440100,The Lost City of Z,10072165,28249438,,5428498,775150
145450100,World War Z,,320950,60507009,19000000,15833310
145470100,Wild Oats,,425111,,31971,
145490100,J. Edgar,,,7757986,,1778251
145500100,Promised Land,,,8524571,5428498,1195242
145510100,Puncture,,,785222,,
145580100,Selma,5011353,8652416,,14745997,4264712
145620100,Killer Elite,,186795,14783817,,1538578
145630100,Final Destination 5,,,5725267,,1461373
145660100,Jack the Giant Slayer,,,42508726,14745997,6681244
145690100,This Beautiful Fantastic,,413507,,25000,
145700100,G.I. Joe: Retaliation,,14688,41717668,18767497,10177109
145710100,Larry Crowne,,,9035010,,1133413
145750100,Tinker Tailor Soldier Spy,,,6244825,,1666820
145790100,The Grace Card,,,,,
145860100,Bernie,,,11395521,,496441
145920100,Extremely Loud and Incredibly Close,,,13977359,,2005480
145960100,Entourage,3426360,14889712,,10860997,1311831
145970100,The Equalizer,32701010,309570184,,18767497,16660783
146000100,Everything Must Go,,380730,22411840,,296825
146090100,Frankie & Alice,3722563,873867,,556406,
146110100,N-Secure,,,393517,,
146130100,Ong Bak 3,,,,,595986
146170100,Source Code,,1421226,33539376,,3344522
146200100,A Late Quartet,,,248780,,
146210100,Country Strong,,85740,22375779,,1604896
146240100,Free State of Jones,8405380,24022024,,8603498,3426091
146250100,What If,,1763707,,3748498,390704
146300100,Hope Springs,,617160,11673464,,2303304
146310100,Ghost Rider: Spirit of Vengeance,,,15988858,,3063900
146360100,Goon,,,1762306,,948585
146480100,A Very Harold & Kumar 3D Christmas,,,5737802,,1753578
146510100,Here Comes the Boom,,288778,38425106,,3153845
146540100,Hesher,,,4058448,,
146620100,Henry's Crime,,,1464732,,
146630100,Seeking Justice,,,3150130,,853647
146640100,In the Heart of the Sea,9273112,20371160,,9390998,4467925
146670100,Happythankyoumoreplease,,,,,
146680100,The Hunter,,,,,
146720100,No Strings Attached,,1644084,41307996,,1958525
146740100,The Impossible,,1540998,21584245,,2805463
146800100,Iron Man 3,,18088928,37952105,19000000,20236235
146820100,Beautiful Kate,,,,,
146890100,Kill the Irishman,,,,,
146900100,If I Stay,11306056,28618616,,14745997,4599675
146970100,Johnny English Reborn,,,5608809,,675821
146990100,Jesus Henry Christ,,,,,
147020100,Judy Moody and the Not Bummer Summer,,,4608093,,643274
147040100,"Jeff, Who Lives at Home",,,9265243,,
147080100,Red Sky,,171802,,16833062,18310
147090100,The Hunger Games,,19632752,55299818,,39485056
147140100,Labor Day,,7594832,16915202,6678498,2009076
147180100,Lockout,,,21675291,,1608602
147270100,Lone Survivor,0,360171104,1745352,19000000,19994176
147300100,The Lucky One,,3275900,14703977,,5738838
147380100,Marwencol,,,,,
147410100,Kick-Ass 2,,21993,11220392,9390998,4821541
147420100,Killer Joe,,,3158404,,
147430100,Maps to the Stars,,516115,,276209,
147440100,Margin Call,,1076442,1310128,,
147490100,The Guilt Trip,,74790,35158517,,2672583
147510100,Melancholia,,,,,948755
147590100,Machine Gun Preacher,,,5534535,,800496
147600100,Our Idiot Brother,,,14928787,,1230186
147720100,Mr. Nobody,,456225,,25000,510922
147730100,Mr. Peabody & Sherman,8195400,23259215,,18767497,9058842
147780100,My All-American,899693,1006132,,3748498,1525988
147790100,My Own Love Song,,,,,
147800100,GasLand,,,,,
147940100,Inferno,5510311,51963642,,10860997,7289996
147990100,Norm of the North,8468818,10491392,,7728498,2561368
148020100,Intruders,,5700843,2041564,,
148030100,Interstellar,29210706,254124519,,19000000,22851440
148050100,The Numbers Station,,,5375985,25000,772538
148100100,Casino Jack,,,1717806,,
148120100,Forget Me Not,,43554,,,
148150100,Megamind,,9241940,30086305,,9536311
148190100,Des Hommes et Des Dieux,,,,,
148240100,Overboard,11065686,134198232,,,
148250100,Oz the Great and Powerful,,788490,41139882,19000000,14151381
148310100,Pain & Gain,,611820,41258563,12120997,4954792
148330100,Jûsan-nin no shikaku,,459502,,,825181
148380100,Ride Along,0,265619376,34357184,19000000,12075765
148390100,Red State,,,6936548,,
148410100,Riddick,,,34117017,12120997,8401833
148440100,R.I.P.D.,,,25987273,10860997,3794548
148530100,Safe,,,29656701,,1499067
148540100,Safe House,,1561287,30085174,,6481622
148600100,Salmon Fishing in the Yemen,,,391536,,
148650100,Snow Flower and the Secret Fan,,,,,
148740100,Southbound,,466025,,161475,
148760100,Suburbicon,2767133,8530680,,5428498,
148770100,Submarine,,,,,
148780100,Super,,,,,101443
148790100,Super 8,,1080888,27741431,,4268521
148800100,The Sessions,,,3666844,,
148810100,Suspiria,281770,,,25000,
148840100,Taken 2,,11494384,47495573,,10701587
148850100,The Tall Man,,,2069667,,160622
148860100,Tarzan,1944751,,,25000,43753
148870100,There Be Dragons,,,,,
148880100,The Best Exotic Marigold Hotel,,9756300,4385916,,5567552
148900100,Touchback,,,,,
148970100,The Good Doctor,,,,,
149010100,The Taqwacores,,,,,
149020100,Making the Boys,,,,,
149070100,Today's Special,,,,,
149160100,Four Lions,,,,,
149180100,"Life, Above All",,,,,
149290100,The Vow,,1007037,24021173,,6013530
149300100,A Tale of Love and Darkness,,95842,,450617,
149310100,This Must Be the Place,,,,,
149340100,This Means War,,1903305,26122772,,2890006
149370100,Schastye moe,,,,,
149440100,Trust,,448294,721318,,
149450100,The Sweeney,,,445944,25000,
149460100,Free Birds,,13215511,23691742,14745997,6001680
149470100,That's What I Am,,66179,,,
149480100,Take This Waltz,,,1713701,,
149490100,Tower Heist,,714464,29631032,,2555430
149510100,Better Living Through Chemistry,,257714,159347,56915,10835
149520100,Lee Daniels' The Butler,,1215970,36538300,18767497,10786099
149530100,Cave of Forgotten Dreams,,,,,
149540100,The Dictator,,210510,28533468,,1466947
149600100,Hansel & Gretel: Witch Hunters,,207560,33582722,14745997,7768115
149610100,Jack and Diane,,,,,
149620100,Joyful Noise,,,8506378,,2504074
149650100,The Odd Life of Timothy Green,,,87107,,3100559
149670100,Pawn Sacrifice,,490677,,3748498,581348
149680100,Peep World,,,,,
149720100,Rare Exports: A Christmas Tale,,24687,,,
149780100,Under the Boardwalk: The MONOPOLY Story,,,,,
149800100,Diary of a Wimpy Kid: Rodrick Rules,,1334921,8327969,,2978157
149820100,Prom,,,5877475,,441931
149850100,The Deep Blue Sea,,,,,
149860100,360,,,,,
149880100,We Need to Talk About Kevin,,,,,
149940100,Upside Down,,,782882,80418,944978
149960100,Venom,9845724,335106330,,,
149970100,Violet and Daisy,,,,25000,0
150000100,Vanishing on 7th Street,,,1429143,,
150020100,Warcraft,5956942,18289248,,12120997,7471399
150150100,Wanderlust,,,18370687,,839049
150270100,The Whistleblower,,,1903251,,
150320100,People Like Us,,,,,791319
150330100,The Woman in the Fifth,,,,,
150360100,The World's End,,,3962614,9390998,2753737
150390100,The Perks of Being a Wallflower,,1983108,17232911,,4326674
150420100,August: Osage County,,13306293,18199485,10860997,3623597
150440100,Day of the Falcon,,,,25000,
150450100,"Bless Me, Ultima",,,,1574999,
150480100,Darling Companion,,49059,,,
150490100,Friends with Kids,,,10604048,,649218
150510100,Good People,,386608,,25000,39367
150530100,I Don't Know How She Does It,,,5732304,,491352
150540100,The Iron Lady,,399230,8689437,,1866952
150570100,Mr. Poppers's Penguins,,606732,18357429,,3875918
150610100,The Bourne Legacy,,2475747,16900812,,8491195
150620100,The Dark Tower,12718715,132298230,,14745997,6030859
150680100,Passengers,12218347,119722768,,18767497,12048820
150700100,"Rio, Eu Te Amo",,,,25186,
150710100,Romeo & Juliet,,,,1574999,194931
150740100,Trolljegeren,,,,,
150770100,Alvin and the Chipmunks: Chipwrecked,,15186948,17435362,,9146657
150780100,The Muppets,,,14209051,,8750602
150790100,The Pirates! Band of Misfits,,,14125542,,1248207
150800100,Winnie the Pooh,,,3281277,,3124683
150860100,Damsels in Distress,,,,,
150870100,Moonrise Kingdom,,1724928,5304376,,3002976
150880100,Pride and Prejudice and Zombies,4581778,14551050,,6678498,3170604
150920100,Elle s'appelait Sarah,,,2348890,,
150960100,Shame,,9458,,,
150970100,So Undercover,,121452,5521599,25000,
150990100,10 Years,,154476,5196335,,
151000100,The Bay,,,,,
151040100,xXx: Return of Xander Cage,10603206,36152184,,12120997,7561348
151050100,Black Death,,,1250038,,430750
151080100,And Everything is Going Fine,,,,,
151100100,Justin Bieber: Never Say Never,,,13585844,,3309189
151130100,Ted,,46159470,27413192,,18909767
151140100,The Dilemma,,,28845658,,1090226
151150100,The Tree of Life,,,3602727,,
151310100,Shoah,,,,,
151380100,The Way,,334073,,,1442540
151390100,The Possession,,,4849285,,859262
151620100,Contraband,,411179,26240902,,4015987
151640100,Ip Man: Legend of the Grand Master,,6036,,,784968
151660100,Red Lights,,,3385776,,151019
151670100,Setup,,,18382693,,
151700100,All Eyez on Me,5525876,50330350,,12120997,1613500
151720100,Under the Skin,4434150,14778248,,3748498,1041721
151730100,The Wolverine,,14875500,33423205,19000000,19460052
151790100,Senna,,,,,
151860100,The Last Circus,,,,,
151970100,Contracorriente,,,,,
151980100,Apollo 18,,,9166195,,902512
152210100,Born to be Wild 3D,,,,,841216
152220100,Incendies,,,,,
152250100,Snow White and the Huntsman,,2728572,27357175,,8742050
152270100,Shark Night 3D,,,3078981,,597938
152360100,The Other Woman,,36852753,3768623,,
152370100,Copie conforme,,,,,
152640100,The Heart Specialist,,,951122,,
152680100,Evangerion shin gekijôban: Ha,,,,,1714612
152700100,Piranha 3DD,,,1788447,,418121
152710100,Courageous,,,10797582,,3793664
152720100,In Time,,2210334,28881973,,2714071
152780100,Meet Monica Velour,,,,,
152800100,Samâ uôzu,,158988,,,
152810100,Hermano,,,,,
152820100,Nénette,,,,,
152860100,Decisions,,24051,,,
152880100,Immigration Tango,,,,,
152930100,Project X,,,17954021,,3776966
152950100,Jin líng shí san chai,,,,,531914
152980100,Paranormal Activity 3,,,11869407,,
153060100,Nanjing! Nanjing!,,,,,
153070100,Ice Age: Continental Drift,,175023,12644483,,9503295
153080100,Ouija,10297018,77827986,,14745997,3485553
153090100,Skyfall,,10301526,42711118,,17513818
153130100,Forks Over Knives,,19784,,,
153220100,Shi,,,,,
153230100,The Trip,,202103,,,
153340100,American Grindhouse,,,,,
153460100,Prometheus,,15366480,19560144,,6862511
153500100,Tabloid!,,,,,
153510100,Attack the Block,,251588,3213445,,
153560100,Poulet aux prunes ,,,,,
153570100,Kiseki,,,,,
153580100,A Dangerous Method,,90920,2885848,,
153600100,Dredd,,353710,7951835,,4313227
153710100,Life in a Day,,,,,
153730100,Elektra Luxx,,,,,
153750100,A Little Help,,10328,,,
153770100,Texas Killing Fields,,,422891,,
153800100,Cat Run,,,,,
153850100,White Irish Drinkers,,,,,
154040100,The Red Shoes,,,,,
155360100,Bride Flight,,,,,
155410100,Passion Play,,,,,
155430100,Sacrifice,,62858,750328,,
155450100,Bill Cunningham New York,,9073,,,
155590100,Once Upon a Time in the West,,,,,
155920100,A Good Old Fashioned Orgy,,7256,,,
155960100,Circumstance,,,,,
155980100,Pianomania,,,,,
155990100,Der Räuber,,,,,
156910100,How Much Does Your Building Weigh Mr. Foster?,,,,,
156920100,Hodejegerne,,80926,,,
157530100,Kiki's Delivery Service,,,,,
157550100,The Tree,,,,,
157820100,50/50,,981776,19936687,,1470593
158090100,Go For It!,,,,,
158100100,11-11-11,,,958852,,
158120100,Zero Bridge,,,,,
158140100,The Big Bang,,,799592,,
158270100,My Perestroika,,,,,
158310100,Hop,,17452190,17987208,,10259234
158360100,Take Shelter,,,1794371,,
158400100,The Ides of March,,680160,16950269,,1435710
158430100,Korkoro,,,,,
158440100,Le quattro volte,,,,,
158470100,Another Earth,,35058,,,
158520100,Project Nim,,,,,
158530100,A Better Life,,,,,
158560100,Turbo,,860886,22859752,16977247,16211113
158580100,How to Live Forever,,,,,
158680100,Kari gurashi no Arietti,,,,,5496208
158690100,That's My Boy,,,32421924,,1317830
158700100,Blank City,,,,,
158710100,Bellflower,,,,,
158810100,Stake Land,,154962,,,
158820100,Buck,,,,,
158870100,Resident Evil: Retribution,,,10920470,,2336206
158880100,Wreck-It Ralph,,528145343,43086848,,25308543
159020100,"Lebanon, PA",,,,,
159180100,The Human Resources Manager,,,,,
159210100,Armadillo,,,,,
159790100,Hobo with a Shotgun,,,,,758494
159820100,Terri,,,,,
159900100,Page One: Inside the New York Times,,12504,,,
159960100,Myth of the American Sleepover,,,,,
160040100,The Expendables 2,,631960,19794326,,6043850
160090100,The Family Tree,,,,,
160240100,Kyatapira,,,,,
160250100,Jitsuroku rengo sekigun: Asama sanso e no michi,,,,,
160260100,Chronicle,,326172,12149970,,2935240
160290100,"Beats, Rhymes & Life: The Travels of a Tribe Called Quest",,323456,,,
160300100,The Devil's Double,,,2309263,,
160360100,Srpski film,,,,,
160460100,Chimpanzee,,,,,
160470100,Martha Marcy May Marlene,,,1400911,,
160480100,Carnage,,,4971492,,
160490100,Kaze no Tani no Naushika,,,,,
160520100,35 and Ticking,,,,,
160750100,This is 40,,395406,45920156,,4525997
160870100,Kongen av Bastøy ,,,,,
160980100,La fille du puisatier,,,,,
161000100,"Marti, dupa craciun",,,,,
161030100,ParaNorman,,63852,9449836,,3798202
161040100,Glee: The 3D Concert Movie,,,,,
161050100,The Boxtrolls,8798109,19595225,,14745997,8457837
161080100,The Raven,,,8053129,,948981
161110100,Mirror Mirror,,,26060422,,4955376
161140100,Sykt lykkelig,,,,,
161220100,Raw Faith,,,,,
161240100,Trance,,,8104690,3748498,
161270100,Limelight,,6951,,,
161350100,Gone,,,13378580,,809196
161360100,American Reunion,,,25379526,,4153401
161370100,Think Like a Man,,10046218,18903999,,3438752
161380100,Film Socialisme,,,,,
161390100,Wu Xia,,,,,
161400100,Magic Trip,,,,,
161430100,Griff the Invisible,,,,,
161500100,Playing for Keeps,,,25131906,,525546
161510100,Zhao shi gu er,,,,,
161520100,Corman's World: Exploits of a Hollywood Rebel,,,,,
161710100,Amityville: The Awakening,592881,1426568,,25000,312469
161720100,Journey 2: The Mysterious Island,,843117,12709657,,4952077
161730100,What to Expect When You're Expecting,,1005070,29617342,,1462330
161740100,In The Land of Blood and Honey,,,,,
161750100,Rapt,,,,,
161760100,El Bulli: Cooking in Progress,,,,,
161770100,Over Your Cities Grass Will Grow,,,,,
161780100,The Mill and the Cross,,,,,
162030100,Turtle: The Incredible Journey,,,,,
162070100,Safe Haven,,,30707526,14745997,7780366
162080100,The Campaign,,134302,15178335,,3076942
162090100,Hunter Killer,5131279,48413560,,25000,
162120100,Zero Dark Thirty,,22887540,57738404,,4164273
162180100,Pearl Jam Twenty,,,,,
162190100,Tyler Perry's Good Deeds,,,5306172,,2226150
162240100,La conquête,,,,,
162250100,Le gamin au vélo,,,,,
162440100,JIG,,,,,
162450100,Sans queue ni tete,,47773,,,
162460100,Jane's Journey,,,,,
162470100,"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",,9737,,,
162530100,Crime after Crime,,,,,
162750100,Mama,,,24394202,14745997,3180625
162830100,Act of Valor,,746780,15570768,,7342463
162840100,W.E.,,,,,
162900100,Seven Days In Utopia,,,,,
162910100,The Mighty Macs,,,,,
162940100,Django Unchained,,7919680,57857043,,17096689
162950100,A Bird of the Air,,,,,
162960100,Haywire,,1155406,24294950,,1557989
162980100,Pariah,,54004,,,
162990100,Jodaeiye Nader az Simin,,,,,
163100100,Farmageddon,,,,,
163120100,The Man Who Fell to Earth,,43,,,
