movie_odid,display_name,chart_date,revenue,total_revenue
201840100,The Mummy,2018-11-04,76932,11407310
201840100,The Mummy,2018-11-11,54133,11461443
201840100,The Mummy,2018-11-18,38789,11500232
202180100,Let’s Be Cops,2014-12-14,5875369,5875369
202180100,Let’s Be Cops,2014-12-21,4870078,10745447
202180100,Let’s Be Cops,2014-12-28,3959816,14705263
202180100,Let’s Be Cops,2015-01-04,3536079,18241342
202180100,Let’s Be Cops,2015-01-11,2755003,20996345
202180100,Let’s Be Cops,2015-01-18,1853447,22849792
202180100,Let’s Be Cops,2015-01-25,1354697,24204489
202180100,Let’s Be Cops,2015-02-01,1036012,25240501
202180100,Let’s Be Cops,2015-02-08,1092999,26333500
202180100,Let’s Be Cops,2015-02-15,1017682,27351182
202180100,Let’s Be Cops,2015-02-22,813385,28164567
202190100,War for the Planet of the Apes,2017-11-05,3061224,3061224
202190100,War for the Planet of the Apes,2017-11-12,3780383,6841607
202190100,War for the Planet of the Apes,2017-11-19,2090254,8931861
202190100,War for the Planet of the Apes,2017-11-26,1284440,10216301
202190100,War for the Planet of the Apes,2017-12-03,940515,11156816
202190100,War for the Planet of the Apes,2017-12-10,782083,11938899
202190100,War for the Planet of the Apes,2017-12-17,595895,12534794
202190100,War for the Planet of the Apes,2017-12-24,460352,12995146
202190100,War for the Planet of the Apes,2017-12-31,420561,13415707
202190100,War for the Planet of the Apes,2018-01-07,266829,13682536
202190100,War for the Planet of the Apes,2018-01-21,399537,14082073
202190100,War for the Planet of the Apes,2019-04-07,46823,14128896
202220100,The Drop,2015-02-22,2334459,2334459
202220100,The Drop,2015-03-01,2011725,4346184
202220100,The Drop,2015-03-08,1248702,5594886
202250100,Despicable Me 3,2018-01-07,2414999,2414999
202250100,Despicable Me 3,2018-01-14,2053415,4468414
202250100,Despicable Me 3,2018-01-21,1586787,6055201
202250100,Despicable Me 3,2018-01-28,1239618,7294819
202250100,Despicable Me 3,2018-02-04,1036475,8331294
202250100,Despicable Me 3,2018-02-11,835211,9166505
202250100,Despicable Me 3,2018-02-18,783361,9949866
202250100,Despicable Me 3,2018-02-25,695960,10645826
202250100,Despicable Me 3,2018-03-04,619145,11264971
202250100,Despicable Me 3,2018-03-11,508617,11773588
202250100,Despicable Me 3,2018-03-18,461586,12235174
202250100,Despicable Me 3,2018-03-25,370432,12605606
202270100,Dr. Seuss’ The Grinch,2019-02-10,2031499,2031499
202270100,Dr. Seuss’ The Grinch,2019-02-17,1179415,3210914
202270100,Dr. Seuss’ The Grinch,2019-02-24,781629,3992543
202270100,Dr. Seuss’ The Grinch,2019-03-03,489299,4481842
202270100,Dr. Seuss’ The Grinch,2019-03-10,357314,4839156
202270100,Dr. Seuss’ The Grinch,2019-03-17,528304,5367460
202270100,Dr. Seuss’ The Grinch,2019-03-24,144440,5511900
202270100,Dr. Seuss’ The Grinch,2019-03-31,130746,5642646
202270100,Dr. Seuss’ The Grinch,2019-04-07,98453,5741099
202350100,The Good Lie,2015-01-25,1083323,1083323
202350100,The Good Lie,2015-02-01,905464,1988787
202350100,The Good Lie,2015-02-08,703090,2691877
202350100,The Good Lie,2015-02-15,470519,3162396
202390100,Predestination,2015-02-15,1733866,1733866
202390100,Predestination,2015-02-22,1148680,2882546
202390100,Predestination,2015-03-01,748604,3631150
202470100,Boyhood,2015-01-11,1786195,1786195
202470100,Boyhood,2015-01-18,1776197,3562392
202470100,Boyhood,2015-01-25,1557547,5119939
202470100,Boyhood,2015-02-01,1316322,6436261
202470100,Boyhood,2015-02-08,889954,7326215
202470100,Boyhood,2015-02-15,691821,8018036
202470100,Boyhood,2015-02-22,815486,8833522
202470100,Boyhood,2015-03-01,560055,9393577
202550100,Joe,2014-06-22,1935556,1935556
202550100,Joe,2014-06-29,1449393,3384949
202550100,Joe,2014-07-06,1083132,4468081
202550100,Joe,2014-07-13,815152,5283233
202550100,Joe,2014-07-20,668862,5952095
202630100,A Most Wanted Man,2014-11-09,2121993,2121993
202630100,A Most Wanted Man,2014-11-16,1819615,3941608
202630100,A Most Wanted Man,2014-11-23,1325375,5266983
202630100,A Most Wanted Man,2014-11-30,749995,6016978
202810100,The Nut Job 2: Nutty by Nature,2017-11-26,1297681,1297681
202810100,The Nut Job 2: Nutty by Nature,2017-12-03,1094631,2392312
202810100,The Nut Job 2: Nutty by Nature,2017-12-10,880916,3273228
202810100,The Nut Job 2: Nutty by Nature,2017-12-17,725365,3998593
202810100,The Nut Job 2: Nutty by Nature,2017-12-24,598857,4597450
202810100,The Nut Job 2: Nutty by Nature,2017-12-31,370752,4968202
202810100,The Nut Job 2: Nutty by Nature,2018-01-07,294616,5262818
202820100,Captain America: Civil War,2016-09-18,1905842,1905842
202820100,Captain America: Civil War,2016-09-25,1841393,3747235
202820100,Captain America: Civil War,2016-10-02,1687802,5435037
202820100,Captain America: Civil War,2016-10-09,1654710,7089747
202820100,Captain America: Civil War,2016-10-16,1608364,8698111
202820100,Captain America: Civil War,2016-10-23,1206590,9904701
202820100,Captain America: Civil War,2016-10-30,935323,10840024
202820100,Captain America: Civil War,2016-11-06,709922,11549946
202820100,Captain America: Civil War,2016-11-13,652814,12202760
202820100,Captain America: Civil War,2016-11-20,519647,12722407
202820100,Captain America: Civil War,2016-11-27,371988,13094395
202830100,Avengers: Infinity War,2018-08-19,1427785,1427785
202830100,Avengers: Infinity War,2018-08-26,2301928,3729713
202830100,Avengers: Infinity War,2018-09-02,1784057,5513770
202830100,Avengers: Infinity War,2018-09-09,980736,6494506
202830100,Avengers: Infinity War,2018-09-16,697180,7191686
202830100,Avengers: Infinity War,2018-09-23,587607,7779293
202830100,Avengers: Infinity War,2018-09-30,409007,8188300
202830100,Avengers: Infinity War,2018-10-07,379114,8567414
202830100,Avengers: Infinity War,2018-10-14,270800,8838214
202830100,Avengers: Infinity War,2018-10-21,215326,9053540
202830100,Avengers: Infinity War,2018-10-28,154762,9208302
202830100,Avengers: Infinity War,2018-11-04,110967,9319269
202830100,Avengers: Infinity War,2018-11-11,106976,9426245
202830100,Avengers: Infinity War,2018-11-18,104982,9531227
202830100,Avengers: Infinity War,2018-11-25,89797,9621024
202830100,Avengers: Infinity War,2018-12-02,71578,9692602
202830100,Avengers: Infinity War,2018-12-09,105478,9798080
202830100,Avengers: Infinity War,2018-12-16,103180,9901260
202830100,Avengers: Infinity War,2018-12-23,98458,9999718
202830100,Avengers: Infinity War,2018-12-30,76525,10076243
202830100,Avengers: Infinity War,2019-01-06,45700,10121943
202830100,Avengers: Infinity War,2019-01-13,34928,10156871
202830100,Avengers: Infinity War,2019-01-20,34593,10191464
202830100,Avengers: Infinity War,2019-01-27,33444,10224908
202830100,Avengers: Infinity War,2019-02-03,33246,10258154
202880100,Afflicted,2014-07-06,862571,862571
202950100,Moms’ Night Out,2014-09-07,3242553,3242553
202950100,Moms’ Night Out,2014-09-14,3501286,6743839
202950100,Moms’ Night Out,2014-09-21,2972330,9716169
202950100,Moms’ Night Out,2014-09-28,2702588,12418757
202950100,Moms’ Night Out,2014-10-05,2290724,14709481
202950100,Moms’ Night Out,2014-10-12,1745012,16454493
202950100,Moms’ Night Out,2014-10-19,1346528,17801021
202950100,Moms’ Night Out,2014-10-26,1057324,18858345
202950100,Moms’ Night Out,2014-11-02,704075,19562420
202950100,Moms’ Night Out,2014-11-09,513952,20076372
203030100,"As Above, So Below",2015-01-04,1142566,1142566
203030100,"As Above, So Below",2015-01-11,1006663,2149229
203030100,"As Above, So Below",2015-01-18,669315,2818544
203030100,"As Above, So Below",2015-01-25,479119,3297663
203040100,Everest,2016-02-21,2505211,2505211
203040100,Everest,2016-02-28,2310698,4815909
203040100,Everest,2016-03-06,1703021,6518930
203040100,Everest,2016-03-13,1226780,7745710
203040100,Everest,2016-03-20,942627,8688337
203040100,Everest,2016-03-27,868726,9557063
203040100,Everest,2016-04-03,596887,10153950
203040100,Everest,2016-04-10,372714,10526664
203050100,Pitch Perfect 2,2015-10-25,3202071,3202071
203050100,Pitch Perfect 2,2015-11-01,2651406,5853477
203050100,Pitch Perfect 2,2015-11-08,1806149,7659626
203050100,Pitch Perfect 2,2015-11-15,1417595,9077221
203050100,Pitch Perfect 2,2015-11-22,1190451,10267672
203050100,Pitch Perfect 2,2015-11-29,1001056,11268728
203050100,Pitch Perfect 2,2015-12-06,755285,12024013
203050100,Pitch Perfect 2,2015-12-13,488674,12512687
203050100,Pitch Perfect 2,2015-12-20,490270,13002957
203050100,Pitch Perfect 2,2015-12-27,381713,13384670
203050100,Pitch Perfect 2,2016-01-03,392787,13777457
203290100,The Wedding Ringer,2015-05-03,6346019,6346019
203290100,The Wedding Ringer,2015-05-10,6642466,12988485
203290100,The Wedding Ringer,2015-05-17,4972028,17960513
203290100,The Wedding Ringer,2015-05-24,3554947,21515460
203290100,The Wedding Ringer,2015-05-31,2388568,23904028
203290100,The Wedding Ringer,2015-06-07,1772702,25676730
203290100,The Wedding Ringer,2015-06-14,1428310,27105040
203290100,The Wedding Ringer,2015-06-21,1139142,28244182
203290100,The Wedding Ringer,2015-06-28,948627,29192809
203290100,The Wedding Ringer,2015-07-05,876312,30069121
203290100,The Wedding Ringer,2015-07-12,767851,30836972
203290100,The Wedding Ringer,2015-07-19,492079,31329051
203440100,The Rover,2014-09-28,2072650,2072650
203440100,The Rover,2014-10-05,1190734,3263384
203520100,Brick Mansions,2014-10-12,4354497,4354497
203520100,Brick Mansions,2014-10-19,2963917,7318414
203520100,Brick Mansions,2014-10-26,1953833,9272247
203520100,Brick Mansions,2014-11-02,1355553,10627800
203520100,Brick Mansions,2014-11-09,936055,11563855
203600100,The Legend of Tarzan,2016-11-13,4049715,4049715
203600100,The Legend of Tarzan,2016-11-20,3837930,7887645
203600100,The Legend of Tarzan,2016-11-27,2590213,10477858
203600100,The Legend of Tarzan,2016-12-04,1414877,11892735
203600100,The Legend of Tarzan,2016-12-11,870114,12762849
203600100,The Legend of Tarzan,2016-12-18,602585,13365434
203600100,The Legend of Tarzan,2016-12-25,531567,13897001
203600100,The Legend of Tarzan,2017-01-01,752261,14649262
203600100,The Legend of Tarzan,2017-01-08,686011,15335273
203600100,The Legend of Tarzan,2017-01-15,460653,15795926
203690100,The Signal,2014-09-28,866812,866812
203900100,Snowpiercer,2014-10-26,1436123,1436123
203900100,Snowpiercer,2014-11-02,1045218,2481341
203900100,Snowpiercer,2014-11-09,706431,3187772
204170100,Walking with the Enemy,2017-05-14,675508,675508
204170100,Walking with the Enemy,2017-05-21,501733,1177241
204230100,Wish I Was Here,2014-11-30,792249,792249
204260100,Aloha,2015-08-30,3075129,3075129
204260100,Aloha,2015-09-06,3075271,6150400
204260100,Aloha,2015-09-13,2054658,8205058
204260100,Aloha,2015-09-20,1477818,9682876
204260100,Aloha,2015-09-27,1018184,10701060
204260100,Aloha,2015-10-04,706278,11407338
204260100,Aloha,2015-10-11,652538,12059876
204260100,Aloha,2015-10-18,610500,12670376
204260100,Aloha,2015-10-25,539549,13209925
204260100,Aloha,2015-11-01,513751,13723676
204260100,Aloha,2015-11-08,371413,14095089
204270100,The Man From U.N.C.L.E.,2015-12-06,6505471,6505471
204270100,The Man From U.N.C.L.E.,2015-12-13,4883119,11388590
204270100,The Man From U.N.C.L.E.,2015-12-20,2572688,13961278
204270100,The Man From U.N.C.L.E.,2015-12-27,1249835,15211113
204270100,The Man From U.N.C.L.E.,2016-01-03,703427,15914540
204280100,Run All Night,2015-07-19,4802722,4802722
204280100,Run All Night,2015-07-26,4153515,8956237
204280100,Run All Night,2015-08-02,3133171,12089408
204280100,Run All Night,2015-08-09,1880191,13969599
204280100,Run All Night,2015-08-16,1302190,15271789
204280100,Run All Night,2015-08-23,976994,16248783
204280100,Run All Night,2015-08-30,743604,16992387
204280100,Run All Night,2015-09-06,547009,17539396
204280100,Run All Night,2015-09-13,389082,17928478
204290100,Focus,2015-07-05,6263845,6263845
204290100,Focus,2015-07-12,5104626,11368471
204290100,Focus,2015-07-19,3477555,14846026
204290100,Focus,2015-07-26,2431098,17277124
204290100,Focus,2015-08-02,1968047,19245171
204290100,Focus,2015-08-09,1892381,21137552
204290100,Focus,2015-08-16,1964054,23101606
204290100,Focus,2015-08-23,1567429,24669035
204290100,Focus,2015-08-30,1081765,25750800
204290100,Focus,2015-09-06,842924,26593724
204290100,Focus,2015-09-13,658564,27252288
204290100,Focus,2015-09-20,543487,27795775
204290100,Focus,2015-09-27,476144,28271919
204290100,Focus,2015-10-04,366623,28638542
204290100,Focus,2015-10-11,372732,29011274
204290100,Focus,2015-10-18,297488,29308762
204300100,Get Hard,2015-08-02,5731061,5731061
204300100,Get Hard,2015-08-09,4474948,10206009
204300100,Get Hard,2015-08-16,3189987,13395996
204300100,Get Hard,2015-08-23,2490170,15886166
204300100,Get Hard,2015-08-30,2157452,18043618
204300100,Get Hard,2015-09-06,1995513,20039131
204300100,Get Hard,2015-09-13,1560928,21600059
204300100,Get Hard,2015-09-20,1183786,22783845
204300100,Get Hard,2015-09-27,1033052,23816897
204300100,Get Hard,2015-10-04,820887,24637784
204300100,Get Hard,2015-10-11,763980,25401764
204300100,Get Hard,2015-10-18,718217,26119981
204300100,Get Hard,2015-10-25,827095,26947076
204300100,Get Hard,2015-11-01,755468,27702544
204300100,Get Hard,2015-11-08,712277,28414821
204300100,Get Hard,2015-11-15,486557,28901378
204300100,Get Hard,2016-01-10,268322,29169700
204320100,The Brothers Grimsby,2016-06-26,1108918,1108918
204320100,The Brothers Grimsby,2016-07-03,716736,1825654
204320100,The Brothers Grimsby,2016-07-10,370112,2195766
204330100,The Intern,2016-02-21,5372531,5372531
204330100,The Intern,2016-02-28,5863228,11235759
204330100,The Intern,2016-03-06,4249526,15485285
204330100,The Intern,2016-03-13,2616784,18102069
204330100,The Intern,2016-03-20,1668385,19770454
204330100,The Intern,2016-03-27,1205194,20975648
204330100,The Intern,2016-04-03,944745,21920393
204330100,The Intern,2016-04-10,927228,22847621
204330100,The Intern,2016-04-17,745300,23592921
204330100,The Intern,2016-04-24,596533,24189454
204330100,The Intern,2016-05-01,397487,24586941
204330100,The Intern,2016-05-15,282751,24869692
204330100,The Intern,2016-05-22,290537,25160229
204340100,The Conjuring 2: The Enfield Poltergeist,2016-10-16,2642770,2642770
204340100,The Conjuring 2: The Enfield Poltergeist,2016-10-23,2147526,4790296
204340100,The Conjuring 2: The Enfield Poltergeist,2016-10-30,1329502,6119798
204340100,The Conjuring 2: The Enfield Poltergeist,2016-11-06,1030501,7150299
204340100,The Conjuring 2: The Enfield Poltergeist,2016-11-13,686832,7837131
204340100,The Conjuring 2: The Enfield Poltergeist,2016-11-20,475797,8312928
204350100,How to be Single,2016-06-26,3950547,3950547
204350100,How to be Single,2016-07-03,3264115,7214662
204350100,How to be Single,2016-07-10,2205116,9419778
204350100,How to be Single,2016-07-17,1620951,11040729
204350100,How to be Single,2016-07-24,1063447,12104176
204350100,How to be Single,2016-07-31,806653,12910829
204350100,How to be Single,2016-08-07,600203,13511032
204350100,How to be Single,2016-08-14,554537,14065569
204350100,How to be Single,2016-08-21,497637,14563206
204350100,How to be Single,2016-08-28,398560,14961766
204360100,Goosebumps,2016-01-31,5114416,5114416
204360100,Goosebumps,2016-02-07,4539747,9654163
204360100,Goosebumps,2016-02-14,3243426,12897589
204360100,Goosebumps,2016-02-21,2428922,15326511
204360100,Goosebumps,2016-02-28,1499228,16825739
204360100,Goosebumps,2016-03-06,1049424,17875163
204360100,Goosebumps,2016-03-13,825580,18700743
204360100,Goosebumps,2016-03-20,569237,19269980
204360100,Goosebumps,2016-03-27,424936,19694916
204470100,The November Man,2014-12-28,2425534,2425534
204470100,The November Man,2015-01-04,2443721,4869255
204470100,The November Man,2015-01-11,1407645,6276900
204470100,The November Man,2015-01-18,685869,6962769
204580100,Every Secret Thing,2015-08-16,1221858,1221858
204580100,Every Secret Thing,2015-08-23,1038877,2260735
204580100,Every Secret Thing,2015-08-30,643763,2904498
204580100,Every Secret Thing,2015-09-06,354486,3258984
204730100,Ride Along 2,2016-05-29,4543443,4543443
204730100,Ride Along 2,2016-06-05,4203080,8746523
204730100,Ride Along 2,2016-06-12,2850835,11597358
204730100,Ride Along 2,2016-06-19,2134398,13731756
204730100,Ride Along 2,2016-06-26,1725204,15456960
204730100,Ride Along 2,2016-07-03,1194693,16651653
204730100,Ride Along 2,2016-07-10,949938,17601591
204730100,Ride Along 2,2016-07-17,885660,18487251
204730100,Ride Along 2,2016-07-24,740915,19228166
204730100,Ride Along 2,2016-07-31,644872,19873038
204730100,Ride Along 2,2016-08-07,497536,20370574
204730100,Ride Along 2,2016-08-14,417680,20788254
204730100,Ride Along 2,2016-08-21,307533,21095787
204850100,The Angriest Man in Brooklyn,2014-07-27,773412,773412
204850100,The Angriest Man in Brooklyn,2014-08-03,626705,1400117
204870100,Little Boy,2015-09-20,842023,842023
204870100,Little Boy,2015-09-27,523454,1365477
204870100,Little Boy,2015-10-04,277375,1642852
204900100,The Skeleton Twins,2014-12-21,1175536,1175536
204900100,The Skeleton Twins,2014-12-28,537240,1712776
205100100,Taken 3,2015-05-24,5641876,5641876
205100100,Taken 3,2015-05-31,4562063,10203939
205100100,Taken 3,2015-06-07,2914991,13118930
205100100,Taken 3,2015-06-14,2184963,15303893
205100100,Taken 3,2015-06-21,1642001,16945894
205100100,Taken 3,2015-06-28,1253108,18199002
205100100,Taken 3,2015-07-05,1099305,19298307
205100100,Taken 3,2015-07-12,851250,20149557
205100100,Taken 3,2015-07-19,783953,20933510
205100100,Taken 3,2015-07-26,535508,21469018
205110100,The Martian,2016-02-14,5219547,5219547
205110100,The Martian,2016-02-21,5020093,10239640
205110100,The Martian,2016-02-28,3735462,13975102
205110100,The Martian,2016-03-06,2896924,16872026
205110100,The Martian,2016-03-13,2061823,18933849
205110100,The Martian,2016-03-20,1421534,20355383
205110100,The Martian,2016-03-27,1088204,21443587
205110100,The Martian,2016-04-03,859875,22303462
205110100,The Martian,2016-04-10,792916,23096378
205110100,The Martian,2016-04-17,673576,23769954
205110100,The Martian,2016-04-24,473008,24242962
205110100,The Martian,2016-05-01,456246,24699208
205110100,The Martian,2016-05-08,323387,25022595
205120100,Logan,2017-06-25,4550004,4550004
205120100,Logan,2017-07-02,2784228,7334232
205120100,Logan,2017-07-09,2407941,9742173
205120100,Logan,2017-07-16,1914663,11656836
205120100,Logan,2017-07-23,1426541,13083377
205120100,Logan,2017-07-30,1052409,14135786
205120100,Logan,2017-08-06,851837,14987623
205120100,Logan,2017-08-13,785834,15773457
205120100,Logan,2017-08-20,683682,16457139
205120100,Logan,2017-08-27,475301,16932440
205120100,Logan,2017-09-03,321662,17254102
205200100,They Came Together,2014-09-07,1625179,1625179
205200100,They Came Together,2014-09-14,1336363,2961542
205200100,They Came Together,2014-09-21,885337,3846879
205230100,The Second Best Exotic Marigold Hotel,2015-08-16,1638070,1638070
205230100,The Second Best Exotic Marigold Hotel,2015-08-23,963007,2601077
205230100,The Second Best Exotic Marigold Hotel,2015-08-30,490527,3091604
205300100,Third Person,2014-10-05,1021024,1021024
205300100,Third Person,2014-10-12,890484,1911508
205300100,Third Person,2014-10-19,573896,2485404
205520100,Wild Card,2015-04-05,3377472,3377472
205520100,Wild Card,2015-04-12,2878398,6255870
205520100,Wild Card,2015-04-19,2192409,8448279
205520100,Wild Card,2015-04-26,1497471,9945750
205520100,Wild Card,2015-05-03,1035036,10980786
205520100,Wild Card,2015-05-10,593837,11574623
205720100,And So It Goes,2014-12-21,1525892,1525892
205720100,And So It Goes,2014-12-28,977681,2503573
205720100,And So It Goes,2015-01-04,631902,3135475
205740100,Left Behind,2014-12-28,1411899,1411899
205740100,Left Behind,2015-01-04,1216656,2628555
205740100,Left Behind,2015-01-11,1255524,3884079
205740100,Left Behind,2015-01-18,925896,4809975
205740100,Left Behind,2015-01-25,633569,5443544
205750100,Paul Blart: Mall Cop 2,2015-07-19,7333519,7333519
205750100,Paul Blart: Mall Cop 2,2015-07-26,6660543,13994062
205750100,Paul Blart: Mall Cop 2,2015-08-02,4979146,18973208
205750100,Paul Blart: Mall Cop 2,2015-08-09,3219768,22192976
205750100,Paul Blart: Mall Cop 2,2015-08-16,2485628,24678604
205750100,Paul Blart: Mall Cop 2,2015-08-23,1835732,26514336
205750100,Paul Blart: Mall Cop 2,2015-08-30,1212428,27726764
205750100,Paul Blart: Mall Cop 2,2015-09-06,984005,28710769
205750100,Paul Blart: Mall Cop 2,2015-09-13,783530,29494299
205750100,Paul Blart: Mall Cop 2,2015-09-20,664163,30158462
205750100,Paul Blart: Mall Cop 2,2015-09-27,561640,30720102
205750100,Paul Blart: Mall Cop 2,2015-10-04,508520,31228622
205750100,Paul Blart: Mall Cop 2,2015-10-11,498233,31726855
205750100,Paul Blart: Mall Cop 2,2015-10-18,454944,32181799
205750100,Paul Blart: Mall Cop 2,2015-10-25,371760,32553559
205750100,Paul Blart: Mall Cop 2,2015-11-01,285326,32838885
205950100,Birdman or (The Unexpected Virtue of Ignorance),2015-03-22,4045467,4045467
205950100,Birdman or (The Unexpected Virtue of Ignorance),2015-03-29,3057479,7102946
205950100,Birdman or (The Unexpected Virtue of Ignorance),2015-04-05,1674322,8777268
205950100,Birdman or (The Unexpected Virtue of Ignorance),2015-04-12,993502,9770770
205950100,Birdman or (The Unexpected Virtue of Ignorance),2015-04-19,598560,10369330
206120100,The Theory of Everything,2015-03-22,2349247,2349247
206120100,The Theory of Everything,2015-03-29,1700265,4049512
206120100,The Theory of Everything,2015-04-05,1181265,5230777
206120100,The Theory of Everything,2015-04-12,708792,5939569
206250100,Anna,2014-08-10,641156,641156
206270100,The Girl on the Train,2019-04-07,47241,47241
206440100,Magic Mike XXL,2015-11-08,1682345,1682345
206440100,Magic Mike XXL,2015-11-15,1627430,3309775
206440100,Magic Mike XXL,2015-11-22,1391328,4701103
206440100,Magic Mike XXL,2015-11-29,888084,5589187
206440100,Magic Mike XXL,2015-12-06,558169,6147356
206460100,The Night Before,2016-03-06,4586645,4586645
206460100,The Night Before,2016-03-13,3718189,8304834
206460100,The Night Before,2016-03-20,2243072,10547906
206460100,The Night Before,2016-03-27,1574536,12122442
206460100,The Night Before,2016-04-03,1305446,13427888
206460100,The Night Before,2016-04-10,1069694,14497582
206460100,The Night Before,2016-04-17,892385,15389967
206460100,The Night Before,2016-04-24,693544,16083511
206460100,The Night Before,2016-05-01,571604,16655115
206460100,The Night Before,2016-05-08,499742,17154857
206460100,The Night Before,2016-05-15,387970,17542827
206460100,The Night Before,2016-05-22,278569,17821396
206470100,King Arthur: Legend of the Sword,2017-08-20,2641445,2641445
206470100,King Arthur: Legend of the Sword,2017-08-27,2286337,4927782
206470100,King Arthur: Legend of the Sword,2017-09-03,1806521,6734303
206470100,King Arthur: Legend of the Sword,2017-09-10,1265863,8000166
206470100,King Arthur: Legend of the Sword,2017-09-17,874453,8874619
206470100,King Arthur: Legend of the Sword,2017-09-24,672990,9547609
206470100,King Arthur: Legend of the Sword,2017-10-01,405331,9952940
206470100,King Arthur: Legend of the Sword,2017-10-08,293658,10246598
206680100,Whiplash,2015-03-01,1636224,1636224
206680100,Whiplash,2015-03-08,1649801,3286025
206680100,Whiplash,2015-03-15,1211419,4497444
206740100,Mortdecai,2015-05-17,5085434,5085434
206740100,Mortdecai,2015-05-24,3440416,8525850
206740100,Mortdecai,2015-05-31,1731724,10257574
206740100,Mortdecai,2015-06-07,1142773,11400347
206740100,Mortdecai,2015-06-14,695121,12095468
206750100,Sisters,2016-04-17,5197347,5197347
206750100,Sisters,2016-04-24,6025580,11222927
206750100,Sisters,2016-05-01,4320510,15543437
206750100,Sisters,2016-05-08,3166429,18709866
206750100,Sisters,2016-05-15,2556884,21266750
206750100,Sisters,2016-05-22,2016424,23283174
206750100,Sisters,2016-05-29,1486615,24769789
206750100,Sisters,2016-06-05,1050244,25820033
206750100,Sisters,2016-06-12,869351,26689384
206750100,Sisters,2016-06-19,704154,27393538
206750100,Sisters,2016-06-26,636038,28029576
206750100,Sisters,2016-07-03,453283,28482859
207140100,The Imitation Game,2015-04-05,4059767,4059767
207140100,The Imitation Game,2015-04-12,3205590,7265357
207140100,The Imitation Game,2015-04-19,1953732,9219089
207140100,The Imitation Game,2015-04-26,1495431,10714520
207140100,The Imitation Game,2015-05-03,1049631,11764151
207140100,The Imitation Game,2015-05-10,636349,12400500
207140100,The Imitation Game,2015-05-17,434296,12834796
207160100,London Has Fallen,2016-07-17,3009634,3009634
207160100,London Has Fallen,2016-07-24,4542702,7552336
207160100,London Has Fallen,2016-07-31,3595966,11148302
207160100,London Has Fallen,2016-08-07,2463236,13611538
207160100,London Has Fallen,2016-08-14,1712045,15323583
207160100,London Has Fallen,2016-08-21,1424444,16748027
207160100,London Has Fallen,2016-08-28,1068139,17816166
207160100,London Has Fallen,2016-09-04,871144,18687310
207160100,London Has Fallen,2016-09-11,627396,19314706
207160100,London Has Fallen,2016-09-18,340770,19655476
207170100,Ben-Hur,2016-12-18,2962558,2962558
207170100,Ben-Hur,2016-12-25,2273240,5235798
207170100,Ben-Hur,2017-01-01,1781850,7017648
207170100,Ben-Hur,2017-01-08,919005,7936653
207170100,Ben-Hur,2017-01-15,544740,8481393
207180100,A Monster Calls,2017-04-30,544374,544374
207180100,A Monster Calls,2017-05-07,369871,914245
207430100,Ricki and the Flash,2015-11-29,1466122,1466122
207430100,Ricki and the Flash,2015-12-06,1200909,2667031
207430100,Ricki and the Flash,2015-12-13,1030921,3697952
207430100,Ricki and the Flash,2015-12-20,684538,4382490
207440100,The Walk,2016-01-10,2461637,2461637
207440100,The Walk,2016-01-17,1712550,4174187
207440100,The Walk,2016-01-24,1066840,5241027
207440100,The Walk,2016-01-31,761025,6002052
207440100,The Walk,2016-02-07,446772,6448824
207540100,Tokarev,2014-08-17,3242857,3242857
207540100,Tokarev,2014-08-24,2390464,5633321
207540100,Tokarev,2014-08-31,2117228,7750549
207540100,Tokarev,2014-09-07,1846601,9597150
207540100,Tokarev,2014-09-14,1168787,10765937
207540100,Tokarev,2014-09-21,977171,11743108
207560100,Wild,2015-05-03,2665963,2665963
207560100,Wild,2015-05-10,1982112,4648075
207560100,Wild,2015-05-17,1424431,6072506
207560100,Wild,2015-05-24,1105807,7178313
207560100,Wild,2015-05-31,838009,8016322
207560100,Wild,2015-06-07,603318,8619640
207560100,Wild,2015-06-14,442729,9062369
207570100,Far from the Madding Crowd,2015-09-06,829172,829172
207570100,Far from the Madding Crowd,2015-09-13,601448,1430620
207570100,Far from the Madding Crowd,2015-09-20,302588,1733208
207580100,Hot Pursuit,2015-08-23,4238587,4238587
207580100,Hot Pursuit,2015-08-30,3551765,7790352
207580100,Hot Pursuit,2015-09-06,2560349,10350701
207580100,Hot Pursuit,2015-09-13,2066542,12417243
207580100,Hot Pursuit,2015-09-20,1659280,14076523
207580100,Hot Pursuit,2015-09-27,1357466,15433989
207580100,Hot Pursuit,2015-10-04,1050749,16484738
207580100,Hot Pursuit,2015-10-11,873022,17357760
207580100,Hot Pursuit,2015-10-18,848427,18206187
207580100,Hot Pursuit,2015-10-25,753768,18959955
207580100,Hot Pursuit,2015-11-01,627134,19587089
207580100,Hot Pursuit,2015-11-08,557923,20145012
207590100,Midnight Special,2016-07-24,1085252,1085252
207590100,Midnight Special,2016-07-31,676027,1761279
207590100,Midnight Special,2016-08-07,425331,2186610
207610100,Geostorm,2018-02-04,2726848,2726848
207610100,Geostorm,2018-02-11,2286832,5013680
207610100,Geostorm,2018-02-18,1416088,6429768
207610100,Geostorm,2018-02-25,1157004,7586772
207610100,Geostorm,2018-03-04,873734,8460506
207610100,Geostorm,2018-03-11,704337,9164843
207610100,Geostorm,2018-03-18,599697,9764540
207610100,Geostorm,2018-03-25,465599,10230139
207610100,Geostorm,2018-04-01,319290,10549429
