movie_odid,display_name,chart_date,revenue,total_revenue
1360100,Elf,2017-11-26,225448,0
1360100,Elf,2018-11-18,46509,0
1360100,Elf,2018-11-25,70461,0
1360100,Elf,2018-12-02,64523,0
1360100,Elf,2018-12-09,84655,0
1360100,Elf,2018-12-16,87659,0
1360100,Elf,2018-12-23,125363,0
1360100,Elf,2018-12-30,84580,0
10920100,The Nightmare Before Christmas,2018-10-28,40962,0
10920100,The Nightmare Before Christmas,2018-11-04,83770,0
10920100,The Nightmare Before Christmas,2018-11-11,67943,0
10920100,The Nightmare Before Christmas,2018-11-18,56736,0
10920100,The Nightmare Before Christmas,2018-11-25,45882,0
10920100,The Nightmare Before Christmas,2018-12-02,38508,0
10920100,The Nightmare Before Christmas,2018-12-09,42327,0
10920100,The Nightmare Before Christmas,2018-12-16,38450,0
10920100,The Nightmare Before Christmas,2018-12-23,52251,0
10920100,The Nightmare Before Christmas,2018-12-30,39361,0
11600100,Premonition,2016-09-25,544303,0
11600100,Premonition,2016-10-02,409495,0
106850100,Wonder Woman,2017-10-01,3115538,3115538
106850100,Wonder Woman,2017-10-08,3657019,6772557
106850100,Wonder Woman,2017-10-15,2381710,9154267
106850100,Wonder Woman,2017-10-22,1570932,10725199
106850100,Wonder Woman,2017-10-29,1188168,11913367
106850100,Wonder Woman,2017-11-05,960918,12874285
106850100,Wonder Woman,2017-11-12,996131,13870416
106850100,Wonder Woman,2017-11-19,861584,14732000
106850100,Wonder Woman,2017-11-26,896358,15628358
106850100,Wonder Woman,2017-12-03,697622,16325980
106850100,Wonder Woman,2017-12-10,533225,16859205
106850100,Wonder Woman,2017-12-17,448084,17307289
106850100,Wonder Woman,2017-12-24,440091,17747380
106850100,Wonder Woman,2017-12-31,587960,18335340
106850100,Wonder Woman,2018-01-07,569996,18905336
106850100,Wonder Woman,2018-01-14,411909,19317245
106850100,Wonder Woman,2018-01-21,376436,19693681
106850100,Wonder Woman,2018-02-04,314951,20008632
106850100,Wonder Woman,2019-03-10,45187,20053819
106850100,Wonder Woman,2019-03-24,48205,20102024
106850100,Wonder Woman,2019-03-31,86639,20188663
106850100,Wonder Woman,2019-04-07,120401,20309064
114290100,Hotel Transylvania,2018-10-21,37868,0
114290100,Hotel Transylvania,2018-10-28,28003,0
115430100,Pompeii,2014-06-22,795234,0
115430100,Pompeii,2014-06-29,620895,0
115430100,Pompeii,2014-07-06,511639,0
115430100,Pompeii,2014-07-13,446223,0
118060100,Jurassic World,2015-11-22,5488474,5488474
118060100,Jurassic World,2015-11-29,5413229,10901703
118060100,Jurassic World,2015-12-06,3403662,14305365
118060100,Jurassic World,2015-12-13,2344911,16650276
118060100,Jurassic World,2015-12-20,1752713,18402989
118060100,Jurassic World,2015-12-27,1723888,20126877
118060100,Jurassic World,2016-01-03,1243005,21369882
118060100,Jurassic World,2016-01-10,992503,22362385
118060100,Jurassic World,2016-01-17,647333,23009718
118060100,Jurassic World,2016-01-24,519597,23529315
118060100,Jurassic World,2016-01-31,371306,23900621
118060100,Jurassic World,2018-06-10,263138,24163759
118060100,Jurassic World,2018-06-17,324780,24488539
118060100,Jurassic World,2018-06-24,218717,24707256
119960100,RoboCop,2014-07-06,2866487,0
119960100,RoboCop,2014-07-13,2334316,0
119960100,RoboCop,2014-07-20,2029323,0
119960100,RoboCop,2014-07-27,1598644,0
119960100,RoboCop,2014-08-03,1349211,0
119960100,RoboCop,2014-08-10,1078761,0
119960100,RoboCop,2014-08-17,908861,0
122200100,Mary Queen of Scots,2019-02-24,68712,68712
122200100,Mary Queen of Scots,2019-03-03,621709,690421
122200100,Mary Queen of Scots,2019-03-10,523628,1214049
122200100,Mary Queen of Scots,2019-03-17,278409,1492458
122200100,Mary Queen of Scots,2019-03-24,147595,1640053
122200100,Mary Queen of Scots,2019-03-31,130155,1770208
122200100,Mary Queen of Scots,2019-04-07,115384,1885592
123940100,Sin City: A Dame to Kill For,2014-11-23,1499983,1499983
123940100,Sin City: A Dame to Kill For,2014-11-30,1081520,2581503
123940100,Sin City: A Dame to Kill For,2014-12-07,772900,3354403
123940100,Sin City: A Dame to Kill For,2014-12-14,615151,3969554
124140100,We're the Millers,2019-03-31,36625,0
124140100,We're the Millers,2019-04-07,39297,0
125160100,Man of Steel,2019-03-10,44560,0
125160100,Man of Steel,2019-03-31,41547,0
125160100,Man of Steel,2019-04-07,52884,0
125350100,Rango,2018-10-21,30422,0
126660100,Big Eyes,2015-04-19,1273477,1273477
126660100,Big Eyes,2015-04-26,890429,2163906
126660100,Big Eyes,2015-05-03,776118,2940024
129290100,Poltergeist,2015-11-01,1849007,1849007
129290100,Poltergeist,2015-11-08,1437416,3286423
129290100,Poltergeist,2015-11-15,907304,4193727
129290100,Poltergeist,2015-11-22,603184,4796911
133110100,Ant-Man,2015-12-13,4517520,4517520
133110100,Ant-Man,2015-12-20,3801425,8318945
133110100,Ant-Man,2015-12-27,3928982,12247927
133110100,Ant-Man,2016-01-03,2087386,14335313
133110100,Ant-Man,2016-01-10,1847671,16182984
133110100,Ant-Man,2016-01-17,1778565,17961549
133110100,Ant-Man,2016-01-24,1398570,19360119
133110100,Ant-Man,2016-01-31,1108805,20468924
133110100,Ant-Man,2016-02-07,839263,21308187
133110100,Ant-Man,2016-02-14,802766,22110953
133110100,Ant-Man,2016-02-21,698967,22809920
133110100,Ant-Man,2016-02-28,460850,23270770
133110100,Ant-Man,2018-06-17,279722,23550492
133110100,Ant-Man,2018-06-24,199685,23750177
133110100,Ant-Man,2018-07-15,232419,23982596
133110100,Ant-Man,2018-10-21,100454,24083050
133110100,Ant-Man,2018-10-28,68667,24151717
133110100,Ant-Man,2018-11-04,47403,24199120
133110100,Ant-Man,2018-11-11,40876,24239996
133110100,Ant-Man,2018-11-18,35895,24275891
139610100,Bridesmaids,2019-02-17,62309,0
139610100,Bridesmaids,2019-03-24,31552,0
140210100,Edge of Tomorrow,2014-11-09,6753639,6753639
140210100,Edge of Tomorrow,2014-11-16,6114261,12867900
140210100,Edge of Tomorrow,2014-11-23,2777237,15645137
140210100,Edge of Tomorrow,2014-11-30,1515429,17160566
140210100,Edge of Tomorrow,2014-12-07,993189,18153755
140210100,Edge of Tomorrow,2014-12-14,708570,18862325
140240100,The Dark Knight Rises,2019-02-17,39980,0
140240100,The Dark Knight Rises,2019-02-24,45730,0
140240100,The Dark Knight Rises,2019-03-03,35129,0
140240100,The Dark Knight Rises,2019-04-07,45568,0
140300100,Bridget Jones’s Baby,2017-01-15,1159857,1159857
140300100,Bridget Jones’s Baby,2017-01-22,843113,2002970
140300100,Bridget Jones’s Baby,2017-01-29,589717,2592687
140300100,Bridget Jones’s Baby,2017-02-05,425365,3018052
140300100,Bridget Jones’s Baby,2017-02-12,228223,3246275
140380100,Black Panther,2018-05-20,2363391,2363391
140380100,Black Panther,2018-05-27,2419384,4782775
140380100,Black Panther,2018-06-03,1781899,6564674
140380100,Black Panther,2018-06-10,1485390,8050064
140380100,Black Panther,2018-06-17,1082165,9132229
140380100,Black Panther,2018-06-24,980566,10112795
140380100,Black Panther,2018-07-01,1063984,11176779
140380100,Black Panther,2018-07-08,1085488,12262267
140380100,Black Panther,2018-07-15,730559,12992826
140380100,Black Panther,2018-07-22,619014,13611840
140380100,Black Panther,2018-07-29,446619,14058459
140380100,Black Panther,2018-08-05,522223,14580682
140380100,Black Panther,2018-08-12,408970,14989652
140380100,Black Panther,2018-08-19,637095,15626747
140380100,Black Panther,2018-08-26,495375,16122122
140380100,Black Panther,2018-09-02,243844,16365966
140380100,Black Panther,2018-09-09,259098,16625064
140380100,Black Panther,2018-10-21,31055,16656119
140380100,Black Panther,2018-11-25,32445,16688564
140380100,Black Panther,2018-12-09,31404,16719968
140380100,Black Panther,2019-01-27,55175,16775143
140380100,Black Panther,2019-02-03,52399,16827542
140380100,Black Panther,2019-03-17,40190,16867732
140580100,21 Jump Street,2014-06-22,398001,0
140860100,The Age of Adaline,2015-09-13,3833318,3833318
140860100,The Age of Adaline,2015-09-20,4502797,8336115
140860100,The Age of Adaline,2015-09-27,2507442,10843557
140860100,The Age of Adaline,2015-10-04,1519460,12363017
140860100,The Age of Adaline,2015-10-11,1324964,13687981
140860100,The Age of Adaline,2015-10-18,1090156,14778137
140860100,The Age of Adaline,2015-10-25,849189,15627326
140860100,The Age of Adaline,2015-11-01,705630,16332956
140860100,The Age of Adaline,2015-11-08,507544,16840500
140860100,The Age of Adaline,2019-02-10,41443,16881943
140860100,The Age of Adaline,2019-02-17,76558,16958501
140860100,The Age of Adaline,2019-02-24,50420,17008921
141370100,Baby Driver,2017-10-15,3121916,3121916
141370100,Baby Driver,2017-10-22,2499469,5621385
141370100,Baby Driver,2017-10-29,1499803,7121188
141370100,Baby Driver,2017-11-05,973776,8094964
141370100,Baby Driver,2017-11-12,923548,9018512
141370100,Baby Driver,2017-11-19,782167,9800679
141370100,Baby Driver,2017-11-26,627790,10428469
141370100,Baby Driver,2017-12-03,518016,10946485
141370100,Baby Driver,2017-12-10,400955,11347440
141370100,Baby Driver,2017-12-17,312591,11660031
141370100,Baby Driver,2018-11-11,99612,11759643
141370100,Baby Driver,2018-11-18,68122,11827765
141370100,Baby Driver,2018-11-25,43915,11871680
141370100,Baby Driver,2018-12-02,36450,11908130
141370100,Baby Driver,2018-12-09,31746,11939876
141370100,Baby Driver,2018-12-16,33511,11973387
141370100,Baby Driver,2018-12-23,33339,12006726
141410100,Blended,2014-09-28,7402323,7402323
141410100,Blended,2014-10-05,5006068,12408391
141410100,Blended,2014-10-12,3974282,16382673
141410100,Blended,2014-10-19,2961323,19343996
141410100,Blended,2014-10-26,2235928,21579924
141410100,Blended,2014-11-02,1765825,23345749
141410100,Blended,2014-11-09,1713398,25059147
141410100,Blended,2014-11-16,1374665,26433812
141410100,Blended,2014-11-23,1072398,27506210
141410100,Blended,2014-11-30,899506,28405716
141410100,Blended,2014-12-07,626399,29032115
141440100,Boulevard,2015-09-27,802584,802584
141440100,Boulevard,2015-10-04,532597,1335181
141440100,Boulevard,2015-10-11,312724,1647905
141710100,Chef,2014-11-02,2228696,2228696
141710100,Chef,2014-11-09,1463514,3692210
141710100,Chef,2014-11-16,955630,4647840
141710100,Chef,2014-11-23,608380,5256220
141730100,CHiPS,2017-07-09,2949824,2949824
141730100,CHiPS,2017-07-16,2726229,5676053
141730100,CHiPS,2017-07-23,2091673,7767726
141730100,CHiPS,2017-07-30,1584676,9352402
141730100,CHiPS,2017-08-06,1197708,10550110
141730100,CHiPS,2017-08-13,906565,11456675
141730100,CHiPS,2017-08-20,754809,12211484
141730100,CHiPS,2017-08-27,587249,12798733
141730100,CHiPS,2017-09-03,483660,13282393
141730100,CHiPS,2017-09-10,309119,13591512
141800100,Central Intelligence,2016-10-30,4866404,4866404
141800100,Central Intelligence,2016-11-06,3898171,8764575
141800100,Central Intelligence,2016-11-13,2862339,11626914
141800100,Central Intelligence,2016-11-20,2497422,14124336
141800100,Central Intelligence,2016-11-27,1763991,15888327
141800100,Central Intelligence,2016-12-04,1045030,16933357
141800100,Central Intelligence,2016-12-11,845871,17779228
141800100,Central Intelligence,2016-12-18,822406,18601634
141800100,Central Intelligence,2016-12-25,842025,19443659
141800100,Central Intelligence,2017-01-01,1518534,20962193
141800100,Central Intelligence,2017-01-08,1179278,22141471
141800100,Central Intelligence,2017-01-15,941412,23082883
141800100,Central Intelligence,2017-01-22,739636,23822519
141800100,Central Intelligence,2017-01-29,602342,24424861
141800100,Central Intelligence,2017-02-05,479558,24904419
141800100,Central Intelligence,2017-02-12,277810,25182229
141800100,Central Intelligence,2018-04-01,551544,25733773
141800100,Central Intelligence,2018-04-08,572387,26306160
141800100,Central Intelligence,2018-10-21,47058,26353218
141800100,Central Intelligence,2018-10-28,36047,26389265
141800100,Central Intelligence,2018-11-04,37300,26426565
141800100,Central Intelligence,2018-11-11,40323,26466888
141800100,Central Intelligence,2018-11-18,37825,26504713
141800100,Central Intelligence,2019-02-10,49162,26553875
141800100,Central Intelligence,2019-02-17,53378,26607253
141800100,Central Intelligence,2019-02-24,58863,26666116
141800100,Central Intelligence,2019-03-03,43815,26709931
141800100,Central Intelligence,2019-03-24,33656,26743587
141800100,Central Intelligence,2019-03-31,37215,26780802
141800100,Central Intelligence,2019-04-07,39716,26820518
142320100,The Danish Girl,2016-04-03,505316,505316
142320100,The Danish Girl,2016-04-10,393820,899136
142380100,Deadpool,2016-06-12,4668909,4668909
142380100,Deadpool,2016-06-19,3821593,8490502
142380100,Deadpool,2016-06-26,2479364,10969866
142380100,Deadpool,2016-07-03,1661507,12631373
142380100,Deadpool,2016-07-10,1491109,14122482
142380100,Deadpool,2016-07-17,1530998,15653480
142380100,Deadpool,2016-07-24,1177923,16831403
142380100,Deadpool,2016-07-31,1070907,17902310
142380100,Deadpool,2016-08-07,849534,18751844
142380100,Deadpool,2016-08-14,723831,19475675
142380100,Deadpool,2016-08-21,712221,20187896
142380100,Deadpool,2016-08-28,651246,20839142
142380100,Deadpool,2016-09-04,551740,21390882
142380100,Deadpool,2016-09-11,420618,21811500
142380100,Deadpool,2018-05-06,626888,22438388
142380100,Deadpool,2018-05-13,597497,23035885
142380100,Deadpool,2018-05-20,725561,23761446
142380100,Deadpool,2018-05-27,516217,24277663
142380100,Deadpool,2018-06-03,339425,24617088
142380100,Deadpool,2018-06-10,181965,24799053
142380100,Deadpool,2019-02-10,49772,24848825
142380100,Deadpool,2019-02-17,54228,24903053
142380100,Deadpool,2019-02-24,65194,24968247
142380100,Deadpool,2019-03-03,44973,25013220
142380100,Deadpool,2019-03-10,68618,25081838
142380100,Deadpool,2019-03-24,45225,25127063
142380100,Deadpool,2019-03-31,50014,25177077
142380100,Deadpool,2019-04-07,51212,25228289
142420100,Daddy's Home,2017-10-29,557296,557296
142420100,Daddy's Home,2017-11-05,515816,1073112
142420100,Daddy's Home,2017-11-12,463475,1536587
142420100,Daddy's Home,2017-11-19,412223,1948810
142420100,Daddy's Home,2017-11-26,391477,2340287
142420100,Daddy's Home,2017-12-03,287721,2628008
142620100,Ghostbusters,2016-10-23,3778859,3778859
142620100,Ghostbusters,2016-10-30,2986999,6765858
142620100,Ghostbusters,2016-11-06,1950034,8715892
142620100,Ghostbusters,2016-11-13,1511353,10227245
142620100,Ghostbusters,2016-11-20,1150355,11377600
142620100,Ghostbusters,2016-11-27,976056,12353656
142620100,Ghostbusters,2016-12-04,659894,13013550
142620100,Ghostbusters,2016-12-11,427292,13440842
142620100,Ghostbusters,2016-12-18,332399,13773241
142620100,Ghostbusters,2018-10-21,37392,13810633
142620100,Ghostbusters,2018-10-28,35749,13846382
142620100,Ghostbusters,2018-11-04,35901,13882283
142620100,Ghostbusters,2018-11-11,36272,13918555
142640100,The Secret Life of Walter Mitty,2014-06-22,644929,0
142640100,The Secret Life of Walter Mitty,2014-06-29,493214,0
142640100,The Secret Life of Walter Mitty,2014-07-06,428825,0
142670100,Mad Max: Fury Road,2015-09-27,3379302,3379302
142670100,Mad Max: Fury Road,2015-10-04,3210353,6589655
142670100,Mad Max: Fury Road,2015-10-11,2280624,8870279
142670100,Mad Max: Fury Road,2015-10-18,1530527,10400806
142670100,Mad Max: Fury Road,2015-10-25,1254572,11655378
142670100,Mad Max: Fury Road,2015-11-01,1020858,12676236
142670100,Mad Max: Fury Road,2015-11-08,893428,13569664
142670100,Mad Max: Fury Road,2015-11-15,662947,14232611
142670100,Mad Max: Fury Road,2015-11-22,442371,14674982
142670100,Mad Max: Fury Road,2016-03-06,475176,15150158
142920100,Legends of Oz: Dorothy’s Return,2014-09-28,1614447,1614447
142920100,Legends of Oz: Dorothy’s Return,2014-10-05,897726,2512173
142980100,Dracula Untold,2015-03-08,5817439,5817439
142980100,Dracula Untold,2015-03-15,4072838,9890277
142980100,Dracula Untold,2015-03-22,2607526,12497803
142980100,Dracula Untold,2015-03-29,1602846,14100649
142980100,Dracula Untold,2015-04-05,1074818,15175467
142980100,Dracula Untold,2015-04-12,716990,15892457
143270100,Zoolander 2,2016-05-29,2118608,2118608
143270100,Zoolander 2,2016-06-05,1695611,3814219
143270100,Zoolander 2,2016-06-12,1272277,5086496
143270100,Zoolander 2,2016-06-19,899330,5985826
143270100,Zoolander 2,2016-06-26,638408,6624234
143270100,Zoolander 2,2016-07-03,379262,7003496
143500100,The Wolf of Wall Street,2014-06-22,433276,0
143500100,The Wolf of Wall Street,2014-06-29,376040,0
143500100,The Wolf of Wall Street,2014-07-06,352161,0
143580100,Maleficent,2014-11-09,2713613,2713613
143580100,Maleficent,2014-11-16,3512824,6226437
143580100,Maleficent,2014-11-23,3736210,9962647
143580100,Maleficent,2014-11-30,2752149,12714796
143580100,Maleficent,2014-12-07,2071479,14786275
143580100,Maleficent,2014-12-14,1729708,16515983
143580100,Maleficent,2014-12-21,1440937,17956920
143580100,Maleficent,2014-12-28,1131178,19088098
143580100,Maleficent,2015-01-04,1100318,20188416
143580100,Maleficent,2015-01-11,764111,20952527
143580100,Maleficent,2015-01-18,609171,21561698
143580100,Maleficent,2015-01-25,547643,22109341
143580100,Maleficent,2015-02-01,454210,22563551
143610100,How to Train Your Dragon 2,2014-12-14,2995263,2995263
143610100,How to Train Your Dragon 2,2014-12-21,2715258,5710521
143610100,How to Train Your Dragon 2,2014-12-28,1330310,7040831
143610100,How to Train Your Dragon 2,2015-01-04,976019,8016850
143610100,How to Train Your Dragon 2,2015-01-11,620401,8637251
144240100,The Greatest Showman,2018-04-22,2069141,2069141
144240100,The Greatest Showman,2018-04-29,2023988,4093129
144240100,The Greatest Showman,2018-05-06,1400926,5494055
144240100,The Greatest Showman,2018-05-13,1181348,6675403
144240100,The Greatest Showman,2018-05-20,901397,7576800
144240100,The Greatest Showman,2018-05-27,798300,8375100
144240100,The Greatest Showman,2018-06-03,686970,9062070
144240100,The Greatest Showman,2018-06-10,532406,9594476
144240100,The Greatest Showman,2018-06-17,444066,10038542
144240100,The Greatest Showman,2018-06-24,304506,10343048
144240100,The Greatest Showman,2018-07-01,398156,10741204
144240100,The Greatest Showman,2018-07-08,499766,11240970
144240100,The Greatest Showman,2018-07-15,419048,11660018
144240100,The Greatest Showman,2018-07-22,405969,12065987
144240100,The Greatest Showman,2018-07-29,286950,12352937
144240100,The Greatest Showman,2018-10-21,60684,12413621
144240100,The Greatest Showman,2018-10-28,47516,12461137
144240100,The Greatest Showman,2018-11-04,45382,12506519
144240100,The Greatest Showman,2018-11-11,50635,12557154
144240100,The Greatest Showman,2018-11-18,52105,12609259
144240100,The Greatest Showman,2018-11-25,48339,12657598
144240100,The Greatest Showman,2018-12-02,33510,12691108
144240100,The Greatest Showman,2018-12-09,33282,12724390
144240100,The Greatest Showman,2018-12-16,36333,12760723
144240100,The Greatest Showman,2018-12-23,39188,12799911
144240100,The Greatest Showman,2018-12-30,36981,12836892
144240100,The Greatest Showman,2019-01-06,29197,12866089
144240100,The Greatest Showman,2019-01-13,26123,12892212
144800100,Downsizing,2018-03-25,1035772,1035772
144800100,Downsizing,2018-04-01,1364681,2400453
144800100,Downsizing,2018-04-08,936410,3336863
144800100,Downsizing,2018-04-15,781000,4117863
144800100,Downsizing,2018-04-22,653624,4771487
144800100,Downsizing,2018-04-29,412248,5183735
144990100,St. Vincent,2015-02-22,4384722,4384722
144990100,St. Vincent,2015-03-01,3467388,7852110
144990100,St. Vincent,2015-03-08,2349831,10201941
144990100,St. Vincent,2015-03-15,1592039,11793980
144990100,St. Vincent,2015-03-22,1087156,12881136
145410100,A Walk in the Woods,2015-12-27,1252436,1252436
145410100,A Walk in the Woods,2016-01-03,815203,2067639
145410100,A Walk in the Woods,2016-01-10,458744,2526383
145440100,The Lost City of Z,2017-07-16,2739930,2739930
145440100,The Lost City of Z,2017-07-23,3263650,6003580
145440100,The Lost City of Z,2017-07-30,1761695,7765275
145440100,The Lost City of Z,2017-08-06,943140,8708415
145440100,The Lost City of Z,2017-08-13,626929,9335344
145440100,The Lost City of Z,2017-08-20,460581,9795925
145440100,The Lost City of Z,2017-08-27,276240,10072165
145580100,Selma,2015-05-10,2120275,2120275
145580100,Selma,2015-05-17,1443247,3563522
145580100,Selma,2015-05-24,890288,4453810
145580100,Selma,2015-05-31,557543,5011353
145960100,Entourage,2015-11-01,1165804,1165804
145960100,Entourage,2015-11-08,1003297,2169101
145960100,Entourage,2015-11-15,730914,2900015
145960100,Entourage,2015-11-22,526345,3426360
145970100,The Equalizer,2015-01-04,6123081,6123081
145970100,The Equalizer,2015-01-11,7010186,13133267
145970100,The Equalizer,2015-01-18,4413179,17546446
145970100,The Equalizer,2015-01-25,2952488,20498934
145970100,The Equalizer,2015-02-01,2255286,22754220
145970100,The Equalizer,2015-02-08,1850896,24605116
145970100,The Equalizer,2015-02-15,1478050,26083166
145970100,The Equalizer,2015-02-22,1112980,27196146
145970100,The Equalizer,2015-03-01,853266,28049412
145970100,The Equalizer,2015-03-08,653866,28703278
145970100,The Equalizer,2018-07-08,794149,29497427
145970100,The Equalizer,2018-07-15,563703,30061130
145970100,The Equalizer,2018-07-22,738557,30799687
145970100,The Equalizer,2018-07-29,592685,31392372
145970100,The Equalizer,2018-08-05,513273,31905645
145970100,The Equalizer,2018-11-18,34544,31940189
145970100,The Equalizer,2018-12-16,166147,32106336
145970100,The Equalizer,2018-12-23,91244,32197580
145970100,The Equalizer,2018-12-30,64625,32262205
145970100,The Equalizer,2019-01-06,48080,32310285
145970100,The Equalizer,2019-01-13,36396,32346681
145970100,The Equalizer,2019-01-20,36256,32382937
145970100,The Equalizer,2019-01-27,31068,32414005
145970100,The Equalizer,2019-02-10,65617,32479622
145970100,The Equalizer,2019-02-17,59758,32539380
145970100,The Equalizer,2019-02-24,60739,32600119
145970100,The Equalizer,2019-03-03,49219,32649338
145970100,The Equalizer,2019-03-10,51672,32701010
146090100,Frankie & Alice,2014-08-17,1611853,1611853
146090100,Frankie & Alice,2014-08-24,1230189,2842042
146090100,Frankie & Alice,2014-08-31,880521,3722563
146240100,Free State of Jones,2016-10-23,2054943,2054943
146240100,Free State of Jones,2016-10-30,1705188,3760131
146240100,Free State of Jones,2016-11-06,1234895,4995026
146240100,Free State of Jones,2016-11-13,1068315,6063341
146240100,Free State of Jones,2016-11-20,814715,6878056
146240100,Free State of Jones,2016-11-27,733578,7611634
146240100,Free State of Jones,2016-12-04,517976,8129610
146240100,Free State of Jones,2016-12-11,275770,8405380
146640100,In the Heart of the Sea,2016-04-10,2171047,2171047
146640100,In the Heart of the Sea,2016-04-17,1879880,4050927
146640100,In the Heart of the Sea,2016-04-24,1340089,5391016
146640100,In the Heart of the Sea,2016-05-01,1227025,6618041
146640100,In the Heart of the Sea,2016-05-08,954663,7572704
146640100,In the Heart of the Sea,2016-05-15,726579,8299283
146640100,In the Heart of the Sea,2016-05-22,588090,8887373
146640100,In the Heart of the Sea,2016-05-29,385739,9273112
146900100,If I Stay,2014-12-21,2590131,2590131
146900100,If I Stay,2014-12-28,1944991,4535122
146900100,If I Stay,2015-01-04,1740792,6275914
146900100,If I Stay,2015-01-11,1575189,7851103
146900100,If I Stay,2015-01-18,1256967,9108070
146900100,If I Stay,2015-01-25,950625,10058695
146900100,If I Stay,2015-02-01,721219,10779914
146900100,If I Stay,2015-02-08,526142,11306056
147270100,Lone Survivor,2014-07-06,4099667,0
147270100,Lone Survivor,2014-07-13,3112699,0
147270100,Lone Survivor,2014-07-20,2521254,0
147270100,Lone Survivor,2014-07-27,1905112,0
147270100,Lone Survivor,2014-08-03,1533829,0
147270100,Lone Survivor,2014-08-10,1284303,0
147270100,Lone Survivor,2014-08-17,1004616,0
147270100,Lone Survivor,2014-08-31,824471,0
147730100,Mr. Peabody & Sherman,2014-11-16,2507265,2507265
147730100,Mr. Peabody & Sherman,2014-11-23,2544197,5051462
147730100,Mr. Peabody & Sherman,2014-11-30,1523555,6575017
147730100,Mr. Peabody & Sherman,2014-12-07,931789,7506806
147730100,Mr. Peabody & Sherman,2014-12-14,688594,8195400
147780100,My All-American,2016-03-27,535642,535642
147780100,My All-American,2016-04-03,364051,899693
147940100,Inferno,2017-02-05,1466622,1466622
147940100,Inferno,2017-02-12,1245525,2712147
147940100,Inferno,2017-02-19,1027131,3739278
147940100,Inferno,2017-02-26,755913,4495191
147940100,Inferno,2017-03-05,581189,5076380
147940100,Inferno,2017-03-12,433931,5510311
147990100,Norm of the North,2016-04-24,2154748,2154748
147990100,Norm of the North,2016-05-01,1946389,4101137
147990100,Norm of the North,2016-05-08,1381098,5482235
147990100,Norm of the North,2016-05-15,875533,6357768
147990100,Norm of the North,2016-05-22,675168,7032936
147990100,Norm of the North,2016-05-29,609276,7642212
147990100,Norm of the North,2016-06-05,462898,8105110
147990100,Norm of the North,2016-06-12,363708,8468818
148030100,Interstellar,2015-04-05,7392147,7392147
148030100,Interstellar,2015-04-12,7453127,14845274
148030100,Interstellar,2015-04-19,4275356,19120630
148030100,Interstellar,2015-04-26,2749780,21870410
148030100,Interstellar,2015-05-03,1846692,23717102
148030100,Interstellar,2015-05-10,1367020,25084122
148030100,Interstellar,2015-05-17,1089809,26173931
148030100,Interstellar,2015-05-24,958555,27132486
148030100,Interstellar,2015-05-31,931498,28063984
148030100,Interstellar,2015-06-07,656539,28720523
148030100,Interstellar,2015-06-14,490183,29210706
148240100,Overboard,2018-08-05,2557409,2557409
148240100,Overboard,2018-08-12,2145583,4702992
148240100,Overboard,2018-08-19,1320431,6023423
148240100,Overboard,2018-08-26,1040241,7063664
148240100,Overboard,2018-09-02,730384,7794048
148240100,Overboard,2018-09-09,539278,8333326
148240100,Overboard,2018-09-16,453208,8786534
148240100,Overboard,2018-09-23,353640,9140174
148240100,Overboard,2018-09-30,318685,9458859
148240100,Overboard,2018-10-07,274791,9733650
148240100,Overboard,2018-10-14,230975,9964625
148240100,Overboard,2018-10-21,105524,10070149
148240100,Overboard,2018-10-28,78946,10149095
148240100,Overboard,2018-11-04,82215,10231310
148240100,Overboard,2018-11-11,88564,10319874
148240100,Overboard,2018-11-18,86841,10406715
148240100,Overboard,2018-11-25,74721,10481436
148240100,Overboard,2018-12-02,55115,10536551
148240100,Overboard,2018-12-09,54104,10590655
148240100,Overboard,2018-12-16,51855,10642510
148240100,Overboard,2018-12-23,50692,10693202
148240100,Overboard,2018-12-30,56569,10749771
148240100,Overboard,2019-01-06,52999,10802770
148240100,Overboard,2019-01-13,45788,10848558
148240100,Overboard,2019-01-20,45237,10893795
148240100,Overboard,2019-01-27,42951,10936746
148240100,Overboard,2019-02-03,40473,10977219
148240100,Overboard,2019-02-17,88467,11065686
148380100,Ride Along,2014-06-22,1281808,0
148380100,Ride Along,2014-06-29,1112517,0
148380100,Ride Along,2014-07-06,1099121,0
148380100,Ride Along,2014-07-13,1140209,0
148380100,Ride Along,2014-07-20,1092585,0
148380100,Ride Along,2014-07-27,920517,0
148380100,Ride Along,2014-08-03,830284,0
148380100,Ride Along,2014-08-10,787688,0
148380100,Ride Along,2014-08-17,755656,0
148760100,Suburbicon,2018-02-11,955788,955788
148760100,Suburbicon,2018-02-18,583078,1538866
148760100,Suburbicon,2018-02-25,390995,1929861
148760100,Suburbicon,2018-03-04,291531,2221392
148760100,Suburbicon,2018-03-11,285446,2506838
148760100,Suburbicon,2018-03-18,260295,2767133
148810100,Suspiria,2019-02-03,82754,82754
148810100,Suspiria,2019-02-10,87558,170312
148810100,Suspiria,2019-02-17,67839,238151
148810100,Suspiria,2019-02-24,43619,281770
148860100,Tarzan,2014-08-10,1187499,1187499
148860100,Tarzan,2014-08-17,757252,1944751
149960100,Venom,2018-12-23,1949667,1949667
149960100,Venom,2018-12-30,1379461,3329128
149960100,Venom,2019-01-06,1088861,4417989
149960100,Venom,2019-01-13,997795,5415784
149960100,Venom,2019-01-20,776174,6191958
149960100,Venom,2019-01-27,690277,6882235
