,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,4027,409303,204925640.3454165,71917371.9498917,10100,190910100.0,212690100.0,242770100.0,399310100,-1.064730419444802,1.5399930787515608,,,
