,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,17196,158082,175017287.66209942,105033545.92442966,10100,112380100.0,194070100.0,242250100.0,408630100,-0.22656425201366473,-0.7710776891150748,,,
