,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,7214,23185,202266577.4638775,90841550.91283242,10100,152370100.0,212030100.0,262110100.0,407400100,-0.4715520480181857,-0.035505265033588085,,,
