,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,9954,48004,197805390.18415132,89421794.76833361,10100,148952600.0,204340100.0,263670100.0,407440100,-0.4246578999075841,-0.1967844841016788,,,
