,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,22310,69857,219023533.01315546,86217616.29887249,10100,165390100.0,218730100.0,279570100.0,408630100,-0.20978932945194187,-0.12137226403644474,,,
