,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,19939,24104,232269420.02987057,114433057.99017282,10100,148187600.0,252620100.0,326915100.0,408630100,-0.4232777305986435,-0.9026560126403691,,,
