,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,7549,7572,175908755.57316428,106423829.04228681,10100,84030100.0,187895100.0,258112600.0,401480100,-0.06657786555426332,-0.98507269974768,,,
