,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,1118,7803,232697802.16583365,52775128.37156048,1360100,200590100.0,223040100.0,265530100.0,401480100,0.18483693765222314,0.5528680454068482,,,
