,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,2285,355780,130354440.88481645,73312694.97372907,10100,107980100.0,142450100.0,186620100.0,316530100,-0.4857396922629658,-0.6348173757638342,,,
