,type,missing,unique,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,top,freq,value_counts
movie_odid,int64,0,15636,18303,231748167.52991313,108744506.46082595,10100,164255100.0,249110100.0,312215100.0,408610100,-0.4754277136200994,-0.5633773774105615,,,
